node_id,node_type,region,capacity_units,throughput_units,recovery_days,backup_level,is_backup_capable,criticality_weight,substitutable,volume_weight,notes,label
DC_019,DC,BC,2501,2351,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_020,DC,Prairies,2670,1395,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_021,DC,Prairies,2881,2541,2,none,0,,,,Served by 1 warehouse(s).,critical
DC_022,DC,BC,2499,2292,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_023,DC,BC,810,659,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_024,DC,SoutheastUS,1408,1013,4,none,1,,,,Served by 1 warehouse(s).,critical
DC_025,DC,NortheastUS,2161,1797,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_026,DC,MidwestUS,2665,2358,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_027,DC,Prairies,3142,1781,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_028,DC,MidwestUS,978,804,3,full,0,,,,Served by 3 warehouse(s).,critical
DC_029,DC,MidwestUS,2381,1661,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_030,DC,Atlantic,1317,1228,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_031,DC,NortheastUS,1211,605,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_032,DC,SoutheastUS,862,565,2,full,1,,,,Served by 3 warehouse(s).,critical
DC_033,DC,Ontario,1106,930,4,full,0,,,,Served by 3 warehouse(s).,critical
DC_034,DC,BC,2186,1741,5,full,0,,,,Served by 3 warehouse(s).,critical
DC_035,DC,Quebec,2145,1373,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_036,DC,NortheastUS,2798,1309,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_037,DC,Quebec,1761,1671,3,full,0,,,,Served by 3 warehouse(s).,critical
DC_038,DC,Quebec,2577,2139,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_039,DC,Quebec,2617,2086,2,none,0,,,,Served by 1 warehouse(s).,critical
DC_040,DC,Atlantic,988,838,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_041,DC,BC,2268,1509,3,full,1,,,,Served by 3 warehouse(s).,critical
DC_042,DC,Prairies,2975,2181,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_043,DC,Ontario,1496,732,2,none,1,,,,Served by 1 warehouse(s).,critical
DC_044,DC,MidwestUS,1786,1619,4,none,0,,,,Served by 1 warehouse(s).,critical
DC_045,DC,Ontario,1751,1346,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_046,DC,SoutheastUS,1845,1659,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_047,DC,SoutheastUS,1978,1046,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_048,DC,SoutheastUS,2215,1328,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_049,DC,MidwestUS,1824,1592,4,none,0,,,,Served by 1 warehouse(s).,critical
DC_050,DC,Prairies,2375,1195,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_051,DC,MidwestUS,3142,2317,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_052,DC,BC,889,522,4,none,1,,,,Served by 1 warehouse(s).,critical
DC_053,DC,Atlantic,2834,2375,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_054,DC,Prairies,2243,1723,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_055,DC,BC,1360,1226,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_056,DC,Atlantic,2065,964,4,full,1,,,,Served by 3 warehouse(s).,critical
DC_057,DC,NortheastUS,1338,1211,1,none,0,,,,Served by 1 warehouse(s).,critical
DC_058,DC,NortheastUS,2501,1377,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_059,DC,NortheastUS,2974,2697,5,none,0,,,,Served by 1 warehouse(s).,non-critical
DC_060,DC,Ontario,1852,1729,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_061,DC,BC,2187,1496,1,full,1,,,,Served by 3 warehouse(s).,critical
DC_062,DC,Quebec,1376,1211,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_063,DC,MidwestUS,3082,1526,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_064,DC,MidwestUS,857,616,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_065,DC,SoutheastUS,2309,1714,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_066,DC,NortheastUS,1243,852,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_067,DC,NortheastUS,1706,1310,1,none,0,,,,Served by 1 warehouse(s).,critical
DC_068,DC,SoutheastUS,2037,1035,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_069,DC,Atlantic,952,902,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_070,DC,Quebec,1198,1071,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_071,DC,Ontario,2391,1519,4,none,1,,,,Served by 1 warehouse(s).,critical
DC_072,DC,MidwestUS,1432,1113,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_073,DC,SoutheastUS,2471,1152,3,full,1,,,,Served by 3 warehouse(s).,critical
DC_074,DC,NortheastUS,1689,1136,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_075,DC,Prairies,2285,2149,1,full,0,,,,Served by 3 warehouse(s).,critical
DC_076,DC,NortheastUS,3030,1455,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_077,DC,BC,1577,1458,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_078,DC,SoutheastUS,1175,906,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_079,DC,Atlantic,1007,576,3,full,1,,,,Served by 3 warehouse(s).,critical
DC_080,DC,Ontario,3112,1507,2,full,1,,,,Served by 3 warehouse(s).,critical
DC_081,DC,Prairies,1684,1034,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_082,DC,Ontario,811,713,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_083,DC,Ontario,1332,766,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_084,DC,Ontario,1250,645,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_085,DC,NortheastUS,1774,1085,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_086,DC,Ontario,1886,968,1,none,1,,,,Served by 1 warehouse(s).,critical
DC_087,DC,MidwestUS,2954,2431,1,full,0,,,,Served by 3 warehouse(s).,critical
DC_088,DC,SoutheastUS,2636,1863,3,full,1,,,,Served by 3 warehouse(s).,critical
DC_089,DC,Quebec,2651,1487,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_090,DC,Atlantic,2935,1993,3,none,1,,,,Served by 1 warehouse(s).,critical
DC_091,DC,Atlantic,1049,916,4,full,0,,,,Served by 3 warehouse(s).,critical
DC_092,DC,MidwestUS,1242,1001,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_093,DC,SoutheastUS,1101,673,1,none,1,,,,Served by 1 warehouse(s).,critical
DC_094,DC,Ontario,1069,628,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_095,DC,NortheastUS,2360,1688,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_096,DC,SoutheastUS,2870,1909,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_097,DC,Quebec,3058,2034,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_098,DC,Prairies,2494,2154,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_099,DC,MidwestUS,2503,1518,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_100,DC,NortheastUS,1844,1709,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_101,DC,SoutheastUS,1074,930,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_102,DC,Quebec,2568,2112,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_103,DC,NortheastUS,1332,639,5,none,1,,,,Served by 1 warehouse(s).,non-critical
DC_104,DC,NortheastUS,1300,815,4,partial,1,,,,Served by 2 warehouse(s).,critical
DC_105,DC,MidwestUS,1010,758,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_106,DC,NortheastUS,1224,861,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_107,DC,Ontario,2775,2424,2,full,0,,,,Served by 3 warehouse(s).,critical
DC_108,DC,NortheastUS,3078,1562,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_109,DC,BC,3151,2690,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_110,DC,Atlantic,1895,1024,1,full,1,,,,Served by 3 warehouse(s).,critical
DC_111,DC,BC,2191,993,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_112,DC,Ontario,3119,1512,4,none,1,,,,Served by 1 warehouse(s).,critical
DC_113,DC,Atlantic,1175,655,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_114,DC,MidwestUS,2658,1405,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_115,DC,BC,2128,1592,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_116,DC,Atlantic,1437,1189,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_117,DC,Atlantic,1134,762,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_118,DC,MidwestUS,2789,1871,5,none,1,,,,Served by 1 warehouse(s).,critical
DC_119,DC,BC,1682,853,5,none,1,,,,Served by 1 warehouse(s).,critical
DC_120,DC,MidwestUS,1254,990,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_121,DC,SoutheastUS,2958,1398,3,none,1,,,,Served by 1 warehouse(s).,critical
DC_122,DC,MidwestUS,1024,565,1,full,1,,,,Served by 3 warehouse(s).,critical
DC_123,DC,Prairies,1362,810,3,full,1,,,,Served by 3 warehouse(s).,critical
DC_124,DC,Quebec,831,684,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_125,DC,Ontario,1329,952,4,full,1,,,,Served by 3 warehouse(s).,critical
DC_126,DC,Prairies,2849,2469,5,full,0,,,,Served by 3 warehouse(s).,critical
DC_127,DC,NortheastUS,1095,965,4,full,0,,,,Served by 3 warehouse(s).,critical
DC_128,DC,Atlantic,2586,1758,1,none,1,,,,Served by 1 warehouse(s).,critical
DC_129,DC,Quebec,2082,1384,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_130,DC,MidwestUS,2510,1274,3,none,1,,,,Served by 1 warehouse(s).,critical
DC_131,DC,Atlantic,2130,1812,2,none,0,,,,Served by 1 warehouse(s).,critical
DC_132,DC,SoutheastUS,2282,1525,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_133,DC,Quebec,1796,1337,4,full,1,,,,Served by 3 warehouse(s).,critical
DC_134,DC,Quebec,2421,1992,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_135,DC,Prairies,2164,1056,2,partial,1,,,,Served by 2 warehouse(s).,critical
DC_136,DC,Quebec,2973,1626,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_137,DC,NortheastUS,2238,1271,2,none,1,,,,Served by 1 warehouse(s).,critical
DC_138,DC,Ontario,1848,992,2,none,1,,,,Served by 1 warehouse(s).,critical
DC_139,DC,Ontario,1108,1026,2,none,0,,,,Served by 1 warehouse(s).,critical
DC_140,DC,SoutheastUS,2700,2241,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_141,DC,SoutheastUS,3112,1903,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_142,DC,NortheastUS,1418,687,4,none,1,,,,Served by 1 warehouse(s).,critical
DC_143,DC,SoutheastUS,2040,1521,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_144,DC,NortheastUS,2878,1742,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_145,DC,SoutheastUS,954,605,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_146,DC,BC,1114,844,1,partial,0,,,,Served by 2 warehouse(s).,critical
DC_147,DC,MidwestUS,2695,1960,5,none,1,,,,Served by 1 warehouse(s).,critical
DC_148,DC,Atlantic,2642,2050,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_149,DC,NortheastUS,2748,1444,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_150,DC,Atlantic,2645,2263,1,none,0,,,,Served by 1 warehouse(s).,critical
DC_151,DC,NortheastUS,1145,885,5,none,0,,,,Served by 1 warehouse(s).,critical
DC_152,DC,Atlantic,1814,1715,4,partial,0,,,,Served by 2 warehouse(s).,critical
DC_153,DC,Ontario,2290,2082,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_154,DC,MidwestUS,2474,1953,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_155,DC,Atlantic,2170,1334,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_156,DC,MidwestUS,1963,1594,3,full,0,,,,Served by 3 warehouse(s).,critical
DC_157,DC,Ontario,2165,1605,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_158,DC,Ontario,2232,2084,3,none,0,,,,Served by 1 warehouse(s).,critical
DC_159,DC,MidwestUS,1328,1068,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_160,DC,Quebec,2068,1320,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_161,DC,NortheastUS,1323,657,5,none,1,,,,Served by 1 warehouse(s).,critical
DC_162,DC,MidwestUS,2882,1323,3,partial,1,,,,Served by 2 warehouse(s).,critical
DC_163,DC,BC,1538,955,2,none,1,,,,Served by 1 warehouse(s).,critical
DC_164,DC,SoutheastUS,1586,1507,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_165,DC,Ontario,1116,973,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_166,DC,Quebec,2879,2498,5,partial,0,,,,Served by 2 warehouse(s).,critical
DC_167,DC,Atlantic,2179,1123,5,partial,1,,,,Served by 2 warehouse(s).,critical
DC_168,DC,MidwestUS,1431,773,2,none,1,,,,Served by 1 warehouse(s).,critical
DC_169,DC,Ontario,2592,1699,1,partial,1,,,,Served by 2 warehouse(s).,critical
DC_170,DC,Prairies,2619,1552,5,none,1,,,,Served by 1 warehouse(s).,non-critical
DC_171,DC,SoutheastUS,1758,1001,5,full,1,,,,Served by 3 warehouse(s).,critical
DC_172,DC,SoutheastUS,1594,1258,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_173,DC,SoutheastUS,2691,2258,3,partial,0,,,,Served by 2 warehouse(s).,critical
DC_174,DC,MidwestUS,1463,1244,2,partial,0,,,,Served by 2 warehouse(s).,critical
DC_175,DC,Ontario,1824,1406,1,none,0,,,,Served by 1 warehouse(s).,critical
ING_001,INGREDIENT,,,,,,,0.335,1,,Sourced by 1 plant(s).,critical
ING_002,INGREDIENT,,,,,,,0.259,0,,Sourced by 1 plant(s).,critical
ING_003,INGREDIENT,,,,,,,0.401,1,,Sourced by 1 plant(s).,critical
ING_004,INGREDIENT,,,,,,,0.808,0,,Sourced by 3 plant(s).,critical
ING_005,INGREDIENT,,,,,,,0.75,1,,Sourced by 3 plant(s).,critical
ING_006,INGREDIENT,,,,,,,0.699,0,,Sourced by 2 plant(s).,critical
ING_007,INGREDIENT,,,,,,,0.894,0,,Sourced by 2 plant(s).,critical
ING_008,INGREDIENT,,,,,,,0.569,0,,Sourced by 2 plant(s).,critical
ING_009,INGREDIENT,,,,,,,0.211,1,,Sourced by 1 plant(s).,critical
ING_010,INGREDIENT,,,,,,,0.29,0,,Sourced by 3 plant(s).,critical
ING_011,INGREDIENT,,,,,,,0.922,0,,Sourced by 2 plant(s).,critical
ING_012,INGREDIENT,,,,,,,0.454,0,,Sourced by 3 plant(s).,critical
ING_013,INGREDIENT,,,,,,,0.343,1,,Sourced by 2 plant(s).,critical
ING_014,INGREDIENT,,,,,,,0.343,0,,Sourced by 2 plant(s).,critical
ING_015,INGREDIENT,,,,,,,0.574,1,,Sourced by 2 plant(s).,critical
ING_016,INGREDIENT,,,,,,,0.702,1,,Sourced by 2 plant(s).,critical
ING_017,INGREDIENT,,,,,,,0.522,0,,Sourced by 1 plant(s).,critical
ING_018,INGREDIENT,,,,,,,0.545,0,,Sourced by 1 plant(s).,critical
ING_019,INGREDIENT,,,,,,,0.375,1,,Sourced by 3 plant(s).,critical
ING_020,INGREDIENT,,,,,,,0.412,0,,Sourced by 3 plant(s).,critical
ING_021,INGREDIENT,,,,,,,0.312,0,,Sourced by 2 plant(s).,critical
ING_022,INGREDIENT,,,,,,,0.905,0,,Sourced by 2 plant(s).,critical
ING_023,INGREDIENT,,,,,,,0.416,0,,Sourced by 1 plant(s).,critical
ING_024,INGREDIENT,,,,,,,0.909,0,,Sourced by 2 plant(s).,critical
ING_025,INGREDIENT,,,,,,,0.672,0,,Sourced by 1 plant(s).,critical
ING_026,INGREDIENT,,,,,,,0.212,0,,Sourced by 1 plant(s).,critical
ING_027,INGREDIENT,,,,,,,0.809,0,,Sourced by 2 plant(s).,critical
ING_028,INGREDIENT,,,,,,,0.432,1,,Sourced by 3 plant(s).,critical
ING_029,INGREDIENT,,,,,,,0.648,1,,Sourced by 3 plant(s).,critical
ING_030,INGREDIENT,,,,,,,0.241,1,,Sourced by 2 plant(s).,critical
ING_031,INGREDIENT,,,,,,,0.931,0,,Sourced by 1 plant(s).,critical
ING_032,INGREDIENT,,,,,,,0.821,0,,Sourced by 1 plant(s).,critical
ING_033,INGREDIENT,,,,,,,0.549,0,,Sourced by 1 plant(s).,critical
ING_034,INGREDIENT,,,,,,,0.28,1,,Sourced by 1 plant(s).,critical
ING_035,INGREDIENT,,,,,,,0.403,0,,Sourced by 2 plant(s).,critical
ING_036,INGREDIENT,,,,,,,0.698,0,,Sourced by 1 plant(s).,critical
ING_037,INGREDIENT,,,,,,,0.788,1,,Sourced by 3 plant(s).,critical
ING_038,INGREDIENT,,,,,,,0.836,0,,Sourced by 2 plant(s).,critical
ING_039,INGREDIENT,,,,,,,0.281,0,,Sourced by 1 plant(s).,critical
ING_040,INGREDIENT,,,,,,,0.766,1,,Sourced by 1 plant(s).,critical
ING_041,INGREDIENT,,,,,,,0.321,0,,Sourced by 2 plant(s).,critical
ING_042,INGREDIENT,,,,,,,0.977,0,,Sourced by 3 plant(s).,critical
ING_043,INGREDIENT,,,,,,,0.389,1,,Sourced by 2 plant(s).,critical
ING_044,INGREDIENT,,,,,,,0.439,0,,Sourced by 1 plant(s).,critical
ING_045,INGREDIENT,,,,,,,0.895,0,,Sourced by 2 plant(s).,critical
ING_046,INGREDIENT,,,,,,,0.222,0,,Sourced by 1 plant(s).,critical
ING_047,INGREDIENT,,,,,,,0.372,0,,Sourced by 2 plant(s).,critical
ING_048,INGREDIENT,,,,,,,0.81,0,,Sourced by 3 plant(s).,critical
ING_049,INGREDIENT,,,,,,,0.593,1,,Sourced by 2 plant(s).,critical
ING_050,INGREDIENT,,,,,,,0.96,0,,Sourced by 2 plant(s).,critical
ING_051,INGREDIENT,,,,,,,0.887,0,,Sourced by 1 plant(s).,critical
ING_052,INGREDIENT,,,,,,,0.44,1,,Sourced by 2 plant(s).,critical
ING_053,INGREDIENT,,,,,,,0.774,1,,Sourced by 3 plant(s).,critical
ING_054,INGREDIENT,,,,,,,0.837,0,,Sourced by 3 plant(s).,critical
ING_055,INGREDIENT,,,,,,,0.615,1,,Sourced by 3 plant(s).,critical
ING_056,INGREDIENT,,,,,,,0.678,1,,Sourced by 2 plant(s).,critical
ING_057,INGREDIENT,,,,,,,0.817,0,,Sourced by 2 plant(s).,critical
ING_058,INGREDIENT,,,,,,,0.885,0,,Sourced by 2 plant(s).,critical
ING_059,INGREDIENT,,,,,,,0.458,0,,Sourced by 2 plant(s).,critical
ING_060,INGREDIENT,,,,,,,0.308,1,,Sourced by 1 plant(s).,critical
ING_061,INGREDIENT,,,,,,,0.262,1,,Sourced by 3 plant(s).,critical
ING_062,INGREDIENT,,,,,,,0.377,1,,Sourced by 1 plant(s).,critical
ING_063,INGREDIENT,,,,,,,0.631,1,,Sourced by 1 plant(s).,critical
ING_064,INGREDIENT,,,,,,,0.466,1,,Sourced by 1 plant(s).,critical
ING_065,INGREDIENT,,,,,,,0.945,0,,Sourced by 2 plant(s).,critical
ING_066,INGREDIENT,,,,,,,0.747,0,,Sourced by 2 plant(s).,critical
ING_067,INGREDIENT,,,,,,,0.461,0,,Sourced by 2 plant(s).,critical
ING_068,INGREDIENT,,,,,,,0.675,1,,Sourced by 2 plant(s).,critical
ING_069,INGREDIENT,,,,,,,0.603,1,,Sourced by 2 plant(s).,critical
ING_070,INGREDIENT,,,,,,,0.903,0,,Sourced by 1 plant(s).,critical
ING_071,INGREDIENT,,,,,,,0.65,1,,Sourced by 2 plant(s).,critical
ING_072,INGREDIENT,,,,,,,0.219,0,,Sourced by 1 plant(s).,critical
ING_073,INGREDIENT,,,,,,,0.936,0,,Sourced by 2 plant(s).,critical
ING_074,INGREDIENT,,,,,,,0.463,1,,Sourced by 3 plant(s).,critical
ING_075,INGREDIENT,,,,,,,0.342,0,,Sourced by 2 plant(s).,critical
ING_076,INGREDIENT,,,,,,,0.417,0,,Sourced by 2 plant(s).,critical
ING_077,INGREDIENT,,,,,,,0.219,1,,Sourced by 2 plant(s).,critical
ING_078,INGREDIENT,,,,,,,0.47,1,,Sourced by 2 plant(s).,critical
ING_079,INGREDIENT,,,,,,,0.466,1,,Sourced by 1 plant(s).,critical
ING_080,INGREDIENT,,,,,,,0.283,1,,Sourced by 2 plant(s).,critical
ING_081,INGREDIENT,,,,,,,0.389,1,,Sourced by 1 plant(s).,critical
ING_082,INGREDIENT,,,,,,,0.776,1,,Sourced by 1 plant(s).,critical
ING_083,INGREDIENT,,,,,,,0.312,0,,Sourced by 3 plant(s).,critical
ING_084,INGREDIENT,,,,,,,0.748,1,,Sourced by 2 plant(s).,critical
ING_085,INGREDIENT,,,,,,,0.665,0,,Sourced by 2 plant(s).,critical
ING_086,INGREDIENT,,,,,,,0.329,0,,Sourced by 1 plant(s).,critical
ING_087,INGREDIENT,,,,,,,0.616,0,,Sourced by 2 plant(s).,critical
ING_088,INGREDIENT,,,,,,,0.32,1,,Sourced by 3 plant(s).,critical
ING_089,INGREDIENT,,,,,,,0.244,1,,Sourced by 1 plant(s).,critical
ING_090,INGREDIENT,,,,,,,0.628,0,,Sourced by 3 plant(s).,critical
ING_091,INGREDIENT,,,,,,,0.686,0,,Sourced by 3 plant(s).,critical
ING_092,INGREDIENT,,,,,,,0.792,0,,Sourced by 2 plant(s).,critical
ING_093,INGREDIENT,,,,,,,0.626,0,,Sourced by 2 plant(s).,critical
ING_094,INGREDIENT,,,,,,,0.374,1,,Sourced by 1 plant(s).,critical
ING_095,INGREDIENT,,,,,,,0.295,0,,Sourced by 1 plant(s).,critical
ING_096,INGREDIENT,,,,,,,0.94,0,,Sourced by 1 plant(s).,critical
ING_097,INGREDIENT,,,,,,,0.304,1,,Sourced by 2 plant(s).,critical
ING_098,INGREDIENT,,,,,,,0.335,0,,Sourced by 1 plant(s).,critical
ING_099,INGREDIENT,,,,,,,0.675,1,,Sourced by 1 plant(s).,critical
ING_100,INGREDIENT,,,,,,,0.496,1,,Sourced by 2 plant(s).,critical
ING_101,INGREDIENT,,,,,,,0.543,1,,Sourced by 2 plant(s).,critical
ING_102,INGREDIENT,,,,,,,0.79,1,,Sourced by 2 plant(s).,critical
ING_103,INGREDIENT,,,,,,,0.731,1,,Sourced by 1 plant(s).,critical
ING_104,INGREDIENT,,,,,,,0.439,0,,Sourced by 2 plant(s).,critical
ING_105,INGREDIENT,,,,,,,0.896,0,,Sourced by 2 plant(s).,critical
ING_106,INGREDIENT,,,,,,,0.446,1,,Sourced by 3 plant(s).,critical
ING_107,INGREDIENT,,,,,,,0.545,1,,Sourced by 3 plant(s).,critical
ING_108,INGREDIENT,,,,,,,0.39,1,,Sourced by 2 plant(s).,critical
ING_109,INGREDIENT,,,,,,,0.479,0,,Sourced by 1 plant(s).,critical
ING_110,INGREDIENT,,,,,,,0.277,0,,Sourced by 1 plant(s).,critical
ING_111,INGREDIENT,,,,,,,0.531,0,,Sourced by 2 plant(s).,critical
ING_112,INGREDIENT,,,,,,,0.954,0,,Sourced by 2 plant(s).,critical
ING_113,INGREDIENT,,,,,,,0.277,0,,Sourced by 3 plant(s).,critical
ING_114,INGREDIENT,,,,,,,0.974,0,,Sourced by 3 plant(s).,critical
ING_115,INGREDIENT,,,,,,,0.699,0,,Sourced by 2 plant(s).,critical
ING_116,INGREDIENT,,,,,,,0.861,0,,Sourced by 2 plant(s).,critical
ING_117,INGREDIENT,,,,,,,0.832,0,,Sourced by 1 plant(s).,critical
ING_118,INGREDIENT,,,,,,,0.761,1,,Sourced by 1 plant(s).,critical
ING_119,INGREDIENT,,,,,,,0.768,0,,Sourced by 1 plant(s).,critical
ING_120,INGREDIENT,,,,,,,0.857,0,,Sourced by 2 plant(s).,critical
ING_121,INGREDIENT,,,,,,,0.247,1,,Sourced by 2 plant(s).,critical
ING_122,INGREDIENT,,,,,,,0.774,1,,Sourced by 2 plant(s).,critical
ING_123,INGREDIENT,,,,,,,0.575,0,,Sourced by 2 plant(s).,critical
ING_124,INGREDIENT,,,,,,,0.256,0,,Sourced by 2 plant(s).,critical
ING_125,INGREDIENT,,,,,,,0.555,0,,Sourced by 2 plant(s).,critical
ING_126,INGREDIENT,,,,,,,0.303,0,,Sourced by 2 plant(s).,critical
ING_127,INGREDIENT,,,,,,,0.741,1,,Sourced by 3 plant(s).,critical
ING_128,INGREDIENT,,,,,,,0.754,1,,Sourced by 2 plant(s).,critical
ING_129,INGREDIENT,,,,,,,0.718,1,,Sourced by 2 plant(s).,critical
ING_130,INGREDIENT,,,,,,,0.769,0,,Sourced by 3 plant(s).,critical
ING_131,INGREDIENT,,,,,,,0.359,1,,Sourced by 2 plant(s).,critical
ING_132,INGREDIENT,,,,,,,0.543,0,,Sourced by 2 plant(s).,critical
ING_133,INGREDIENT,,,,,,,0.806,0,,Sourced by 2 plant(s).,critical
ING_134,INGREDIENT,,,,,,,0.733,0,,Sourced by 3 plant(s).,critical
ING_135,INGREDIENT,,,,,,,0.585,1,,Sourced by 2 plant(s).,critical
ING_136,INGREDIENT,,,,,,,0.347,0,,Sourced by 2 plant(s).,critical
ING_137,INGREDIENT,,,,,,,0.444,1,,Sourced by 3 plant(s).,critical
ING_138,INGREDIENT,,,,,,,0.613,1,,Sourced by 1 plant(s).,critical
ING_139,INGREDIENT,,,,,,,0.449,1,,Sourced by 2 plant(s).,critical
ING_140,INGREDIENT,,,,,,,0.404,1,,Sourced by 2 plant(s).,critical
PROD_001,PRODUCT,,,,,,,,,0.965,Requires 4 ingredient(s).,critical
PROD_002,PRODUCT,,,,,,,,,0.83,Requires 9 ingredient(s).,critical
PROD_003,PRODUCT,,,,,,,,,0.997,Requires 4 ingredient(s).,critical
PROD_004,PRODUCT,,,,,,,,,0.836,Requires 6 ingredient(s).,critical
PROD_005,PRODUCT,,,,,,,,,0.85,Requires 6 ingredient(s).,critical
PROD_006,PRODUCT,,,,,,,,,0.94,Requires 5 ingredient(s).,critical
PROD_007,PRODUCT,,,,,,,,,0.879,Requires 5 ingredient(s).,critical
PROD_008,PRODUCT,,,,,,,,,0.777,Requires 7 ingredient(s).,critical
PROD_009,PRODUCT,,,,,,,,,0.81,Requires 4 ingredient(s).,critical
PROD_010,PRODUCT,,,,,,,,,0.781,Requires 4 ingredient(s).,critical
PROD_011,PRODUCT,,,,,,,,,0.862,Requires 8 ingredient(s).,critical
PROD_012,PRODUCT,,,,,,,,,0.785,Requires 4 ingredient(s).,critical
PROD_013,PRODUCT,,,,,,,,,0.37,Requires 4 ingredient(s).,critical
PROD_014,PRODUCT,,,,,,,,,0.728,Requires 4 ingredient(s).,critical
PROD_015,PRODUCT,,,,,,,,,0.696,Requires 8 ingredient(s).,critical
